prompt,llm,brief_response,mentioned_brands_count,sources_count,relevance_score
microondas o melhor,google_ai_overview,"O melhor micro-ondas depende do seu perfil de uso, mas atualmente os modelos mais recomendados por aliarem durabilidade, potência e recursos práticos são o Electrolux MI4...",5,4,93
Micro-ondas e Fornos de Micro-ondas,chatgpt,"Se você está procurando micro-ondas/forno de micro-ondas para comprar no Brasil , posso comparar opções por: 💰 Melhor custo-benefício 🏠 20–25 L , para 1–2 pessoas 👨‍👩‍👧‍👦...",5,12,93
microondas magazine,google_ai_overview,"Você encontra ofertas de fornos micro-ondas com preços a partir de cerca de R$ 520, em capacidades que variam de 20 a 34 litros, com opções de marcas como Electrolux, Phi...",5,7,93
preço do forno microondas,google_ai_overview,O preço de um micro-ondas no Brasil varia em média de R$ 430 a R$ 900 para modelos tradicionais de bancada (20 a 34 litros) . Aparelhos mais básicos de 20L custam a parti...,5,6,93
melhor preço microondas,google_ai_overview,"Os menores preços de micro-ondas no Brasil variam entre R$ 350 e R$ 450 em promoções à vista . Os modelos mais econômicos costumam ter capacidade de 20 a 21 litros, sendo...",5,6,93
microondas pequeno,google_ai_overview,"Os micro-ondas pequenos mais recomendados possuem capacidade entre 20 e 21 litros , ideais para espaços compactos. Os principais modelos no mercado brasileiro são o Micro...",5,9,93
microondas à venda,google_ai_overview,"Encontre micro-ondas à venda em grandes lojas online do Brasil, como o Mercado Livre e as Casas Bahia , com preços variando de acordo com a capacidade e a marca. Os model...",5,6,93
microondas americanas promoção,google_ai_overview,"Encontre ofertas de micro-ondas em promoção com opções como o Midea 20 Litros MRAE21 por R$ 482,64, o Philco PMO23BB 20L por R$ 502,55 no Pix, e o Mondial 21L MO0121B por...",5,5,93
microondas barato e bom,google_ai_overview,Um micro-ondas bom e barato custa geralmente entre R$ 430 e R$ 550 . Os modelos mais recomendados e com melhor custo-benefício no mercado atual são o Philco 25L PM27 (com...,4,7,93
preço de forno microondas,google_ai_overview,"O preço de um micro-ondas no Brasil varia geralmente entre R$ 400 e R$ 900 , dependendo da capacidade (de 20 a 35 litros), da marca (como Electrolux, Philco e Midea) e do...",4,7,93
Quais são as melhores opções de micro-ondas com preço acessível para cozinhas menores?,google_ai_mode,"Para cozinhas menores, os micro-ondas de 20 a 27 litros são as melhores opções, equilibrando espaço compacto com funcionalidades essenciais. As principais opções com preç...",4,0,93
Quais são as melhores opções de micro-ondas com preço acessível para cozinhas menores?,chatgpt,"Para uma cozinha pequena , eu priorizaria modelos de 20–21 litros : costumam ser compactos, mas ainda comportam um prato comum e marmitas. Para aquecer, descongelar e faz...",4,12,93
menor preço do microondas,google_ai_overview,"Os micro-ondas de menor preço no mercado atual custam entre R$ 445 e R$ 480 , destacando-se modelos compactos de entrada como o Mondial MO-01-21 e o Philco PM27 . Modelos...",4,4,93
forno microondas menor preço,google_ai_overview,"O menor preço para um forno de micro-ondas atualmente varia entre R$ 390 e R$ 470 , dependendo da capacidade (20 a 21 litros) e da voltagem. Modelos básicos e bem avaliad...",4,8,93
microondas de 30 litros na promoção,google_ai_overview,"Aproveite as ofertas de micro-ondas de 30 litros com preços a partir de R$ 498,49 . Modelos em promoção variam de marcas consagradas como LG, Electrolux e Panasonic, com ...",4,9,93
microondas melhor marca,google_ai_overview,"A melhor marca de micro-ondas varia conforme a sua necessidade: a LG destaca-se pelo desempenho e tecnologia de cozimento uniforme, a Brastemp é referência em design prem...",4,12,93
menor preço forno microondas,google_ai_overview,É possível encontrar micro-ondas de 20 a 21 litros (capacidade ideal para o dia a dia) com preços variando de R$ 430 a R$ 500 . Os modelos mais básicos e bem avaliados de...,4,5,93
microondas cromados,google_ai_overview,"No mercado brasileiro, os fornos de micro-ondas com acabamento espelhado ou em aço inox — popularmente buscados como ""cromados"" — variam em preço de R$ 450 a R$ 1.300, de...",4,8,93
Vale a pena comprar micro-ondas com a função forno integrado? Quais marcas são confiáveis no Brasil?,chatgpt,"Sim — vale a pena , mas somente se você realmente pretende usar o aparelho como forno. O ponto mais importante é diferenciar “micro-ondas com grill” de “micro-ondas com f...",4,60,93
micro ondas promoção 20 litros,google_ai_overview,"Encontre micro-ondas de 20 litros em promoção com preços a partir de R$ 459 no Pix Carrefour . Modelos compactos de marcas como Philco, Midea e Electrolux são excelentes ...",4,4,93
quantos litros tem o menor microondas,google_ai_overview,"O menor micro-ondas residencial padrão encontrado com facilidade no mercado brasileiro possui capacidade de 20 litros . Marcas como Midea , Consul , Philco e Britânia ofe...",4,6,93
microondas melhores,google_ai_overview,"Os melhores micro-ondas do mercado brasileiro unem boa potência, design moderno e facilidade de limpeza . Os principais destaques atuais incluem o Electrolux MI41S (melho...",4,9,93
qual menor tamanho de microondas,google_ai_overview,"Os menores micro-ondas do mercado têm capacidade de 20 litros e medem em média 25 cm de altura, 45 cm de largura e 30 cm de profundidade . Modelos como o Micro-ondas Mide...",4,5,93
microondas qual comprar,google_ai_overview,"Para escolher o micro-ondas ideal , você deve considerar modelos populares como o Brastemp 32 Litros BMS46AR para design espelhado, o Electrolux 27L MB37R focado em recei...",4,11,93
quanto é um micro-ondas,google_ai_overview,"O preço de um micro-ondas no Brasil varia geralmente entre R$ 400 e R$ 1.100 , dependendo da capacidade e da marca. Aparelhos compactos de 20 a 23 litros custam de R$ 400...",4,7,93
microondas inox por dentro e por fora,google_ai_overview,"Micro-ondas com acabamento em aço inox por dentro e por fora oferecem alta durabilidade, resistência à corrosão (não enferrujam facilmente) e facilitam a limpeza . Marcas...",4,4,93
promocao microondas electrolux,google_ai_overview,"Aproveite as ofertas atuais em modelos Electrolux. O MEO44 (34L) , ideal para famílias, está saindo por cerca de R$ 579 à vista, enquanto o MI41S (31L) em Inox com painel...",4,7,93
fotos de microondas,google_ai_overview,"Para ver uma grande variedade de fotos de micro-ondas, incluindo modelos de bancada ou embutidos, a melhor opção é acessar galerias de imagens profissionais ou plataforma...",4,5,93
melhor marca de micro ondas,google_ai_overview,"As melhores marcas de micro-ondas no Brasil são Electrolux , Panasonic , Brastemp e LG . Elas se destacam pela durabilidade, eficiência no aquecimento, facilidade de limp...",4,9,93
microondas de embutir 20 litros,google_ai_overview,"Na verdade, não existem modelos de micro-ondas de embutir com capacidade de 20 litros no mercado brasileiro . Aparelhos com 20 litros são sempre de bancada (de apoio), ao...",4,8,93
microondas pequeno preço,google_ai_overview,"Micro-ondas pequenos (capacidade de 20 a 23 litros) variam entre R$ 380 e R$ 750 , dependendo da marca, design (como acabamento espelhado ou inox) e potência. Os modelos ...",4,8,93
melhores microondas,google_ai_overview,"Os melhores micro-ondas do mercado destacam-se pelo equilíbrio entre capacidade, potência e recursos práticos. Modelos como o Electrolux MI41S/MI41T (31L) oferecem ótimo ...",4,8,93
qual o menor microondas,google_ai_overview,"O menor tamanho de micro-ondas comercializado no mercado brasileiro é o de 20 litros . Esses modelos são ideais para cozinhas compactas, ocupando em média 26 cm de altura...",4,11,93
microondas mais barato,google_ai_overview,"Os micro-ondas mais baratos no mercado brasileiro custam entre R$ 430 e R$ 500 , geralmente com capacidade de 20 a 23 litros. As marcas que oferecem os melhores preços em...",4,6,93
microondas 15l,google_ai_overview,Não existem fornos de micro-ondas com capacidade de 15 litros no mercado atual [5.8]. O menor tamanho padrão encontrado à venda possui capacidade entre 20 e 21 litros [5....,4,6,93
preco forno microondas,google_ai_overview,"O preço de um micro-ondas no Brasil varia de acordo com a capacidade e as funções do aparelho . Modelos básicos de 20 a 21 litros custam entre R$ 440 e R$ 520 , enquanto ...",4,10,93
melhores precos de microondas,google_ai_overview,"O menor preço para um forno de micro-ondas de entrada no mercado atual varia entre R$ 380 e R$ 450 . Modelos compactos de 20 a 32 litros de marcas populares como Midea, P...",4,4,93
promoção micro ondas 20 litros,google_ai_overview,"Encontre ofertas de micro-ondas de 20 litros em promoção com preços médios entre R$ 399 e R$ 550 , destacando os modelos Philco PMO23B, Electrolux MTO30 e Midea MRAS22. P...",4,7,93
melhores marcas de micro-ondas,google_ai_overview,"As melhores marcas de micro-ondas no Brasil são Electrolux (durabilidade e tecnologia), Midea (melhor custo-benefício), Brastemp (design premium), e Panasonic (potência e...",4,13,93
forno de micro-ondas,google_ai_overview,"O forno micro-ondas é um aparelho de cozinha usado para aquecer, descongelar e preparar alimentos de forma rápida , com modelos populares como o compacto Philco PMO23EB d...",4,7,93
melhor microondas,google_ai_overview,"Os melhores micro-ondas do mercado destacam-se pela potência, eficiência e design. O Brastemp BMS46 32L é o favorito para quem busca sofisticação e espaço. Já o Electrolu...",4,9,93
microondas preço baixo,google_ai_overview,"Os micro-ondas de menor preço no mercado atual custam entre R$ 445 e R$ 480 , destacando-se modelos compactos de entrada como o Mondial MO-01-21 e o Philco PM27 . Modelos...",4,4,93
quanto custa um micro-ondas,google_ai_overview,"O preço de um micro-ondas no Brasil varia de acordo com a capacidade e as funções do aparelho . Modelos básicos de 20 a 21 litros custam entre R$ 440 e R$ 520 , enquanto ...",4,10,93
microondas potentes,google_ai_overview,Um micro-ondas potente e rápido para o dia a dia costuma entregar potência de saída ou entrada acima de 1100W a 1400W . Destacam-se no mercado opções como o Mondial MO-02...,4,6,93
microondas melhores marcas,google_ai_overview,"As melhores marcas de micro-ondas no mercado atual são Electrolux (durabilidade e painel intuitivo), Brastemp (design premium e funções gourmet) e LG ou Midea (melhor cus...",4,4,93
preço microondas pequeno,google_ai_overview,"O preço de um micro-ondas pequeno (geralmente entre 20 e 21 litros) varia de R$ 450 a R$ 600 . Os valores mudam conforme a marca, o design do painel e as funções extras o...",4,7,93
forno microondas 30 litros brastemp,google_ai_overview,"Os micro-ondas Brastemp de 30 a 32 litros são ideais para famílias médias, destacando-se pelo design moderno (linhas Flat e espelhadas), painel touch LCD e funções como S...",4,7,93
forno microondas,google_ai_overview,"O forno micro-ondas é um eletrodoméstico essencial para aquecer, descongelar e cozinhar alimentos de forma rápida . Os modelos mais populares no mercado brasileiro variam...",4,5,93
melhor micro ondas,google_ai_overview,"O melhor micro-ondas depende do seu uso, mas os destaques atuais são o Brastemp BMS46AR (melhor design e recursos gourmet), o LG NeoChef MS3094NR (fácil de limpar) e o El...",4,6,93
valor de micro ondas,google_ai_overview,"O preço de um micro-ondas no Brasil varia geralmente entre R$ 400 e R$ 900 , dependendo da capacidade, marca e acabamento. Aparelhos compactos de 20 a 23 litros custam de...",4,4,93
menor preço microondas 30 litros,google_ai_overview,O menor preço para um micro-ondas de 30 litros no Brasil gira em torno de R$ 600 a R$ 650 em modelos básicos e bem avaliados. Confira os modelos que apresentam os melhore...,4,4,93
o preço do microondas,google_ai_overview,"O preço de um micro-ondas no Brasil varia de R$ 400 a R$ 1.600 , dependendo do tamanho, da marca e das funções. Aparelhos compactos de 20 a 21 litros custam entre R$ 400 ...",4,10,93
microondas 127 volts,google_ai_overview,"Os micro-ondas 127V estão disponíveis em diversas capacidades e marcas líderes como Electrolux, Philco e LG . Os modelos variam de 20 a 34 litros, ideais desde o uso bási...",4,16,93
microondas quantos litros,google_ai_overview,"A capacidade ideal do micro-ondas varia conforme o tamanho da família e o espaço disponível . Modelos de 20 litros são compactos, ideais para 1 a 2 pessoas. Os de 20 a 30...",4,10,93
micro-ondas de 20 l,google_ai_overview,Um micro-ondas de 20 litros custa em média entre R$ 430 e R$ 600 . Eles são ideais para cozinhas compactas e lares com até duas pessoas. Principais marcas populares no Br...,4,7,93
microondas barato 30l,google_ai_overview,"O micro-ondas de 30 litros com melhor custo-benefício e preço mais em conta no mercado brasileiro é o LG Limpa Fácil MS3043BRA (ou o modelo similar MS3091), encontrado em...",4,7,93
micro ondas 220,google_ai_overview,"Encontrar um forno de micro-ondas em 220V é fácil em marcas populares como Electrolux , Panasonic e Midea . Os preços variam de R$ 415 a R$ 650 , com capacidades entre 20...",4,7,93
forno microondas 220v,google_ai_overview,"Modelos de micro-ondas 220V oferecem alta eficiência e potências variando entre 700 W e 1.400 W . Eles estão disponíveis em marcas líderes com opções de 21 a 34 litros, r...",4,4,93
modelos de microondas,google_ai_overview,"Os modelos de micro-ondas mais populares no Brasil variam de 20 a 34 litros , com preços entre R$ 450 e R$ 700. Os principais destaques do mercado incluem o compacto Mide...",4,8,93
qual o valor de um microondas,google_ai_overview,"O preço de um micro-ondas no Brasil varia geralmente entre R$ 400 e R$ 1.100 , dependendo da capacidade e da marca. Aparelhos compactos de 20 a 23 litros custam de R$ 400...",4,7,93
microondas mais barato do mercado,google_ai_overview,O micro-ondas mais barato no mercado brasileiro custa em torno de R$ 378 a R$ 450 . Os modelos mais econômicos e com bom custo-benefício são os compactos de 20 a 21 litro...,4,6,93
microondas 30 litros preco,google_ai_overview,"O preço de um micro-ondas de 30 litros varia de R$ 600 a R$ 1.100 , dependendo da marca, acabamento (espelhado ou inox) e funções extras. Modelos mais simples focam no cu...",3,5,93
preços de micro-ondas,google_ai_overview,"O preço de um micro-ondas varia de acordo com a capacidade, marca e recursos . Em média, os modelos compactos (20L a 21L) custam entre R$ 420 e R$ 600 . Já os modelos int...",3,9,93
microondas em inox 30 litros,google_ai_overview,"Micro-ondas de 30 litros em inox são ideais para famílias médias, combinando alta capacidade, design moderno e durabilidade . Os modelos mais bem avaliados variam de R$ 7...",3,4,93
de micro-ondas,google_ai_overview,"O forno de micro-ondas é um eletrodoméstico essencial para aquecer, descongelar e preparar pratos rapidamente . Os modelos variam desde opções compactas de 20 litros até ...",3,9,93
qual o menor microondas em litros,google_ai_overview,"Os menores modelos de micro-ondas tradicionais disponíveis no mercado possuem entre 20 e 21 litros . São ideais para solteiros, casais ou para quem tem bancadas pequenas....",3,8,93
preço microondas,google_ai_overview,"O preço de um micro-ondas no Brasil varia de acordo com a capacidade e a marca, custando em média entre R$ 400 e R$ 1.000 para modelos comuns de bancada. Aparelhos menore...",3,8,93
menor microondas,google_ai_overview,"O menor micro-ondas comercializado com boa disponibilidade no Brasil é o de 20 litros , representado por modelos compactos como o Midea 20L MRAS e o Panasonic 21L ST27 . ...",3,6,93
marca boa de microondas,google_ai_overview,"As melhores marcas de micro-ondas no mercado brasileiro são Electrolux , Panasonic e Midea . Elas se destacam em durabilidade, tecnologias de limpeza e bom consumo de ene...",3,14,93
microondas preto e inox,google_ai_overview,"O mercado oferece excelentes opções de micro-ondas com acabamento em inox e preto, como o Electrolux Efficient ME23S (23L, cerca de R$ 566 a R$ 689), o Brastemp Menu Gour...",3,10,93
qual menor microondas,google_ai_overview,"O menor tamanho padrão de micro-ondas encontrado à venda no mercado brasileiro possui capacidade de 20 litros , com marcas como Midea e Philco oferecendo os modelos mais ...",3,6,93
microondas pequeno medidas,google_ai_overview,"Micro-ondas pequenos costumam ter capacidade de 20 litros. As medidas médias desses modelos compactos são cerca de 26 cm de altura, 45 cm de largura e 35 cm de profundida...",3,10,93
microondas 16 litros,google_ai_overview,Não existem modelos tradicionais de forno de micro-ondas com capacidade de 16 litros no mercado atual . Os menores aparelhos compactos disponíveis para uso residencial po...,3,7,93
microondas pequeno e barato,google_ai_overview,"Os modelos de micro-ondas de 20 a 23 litros são as melhores opções compactas e econômicas. Os preços variam entre R$ 430 e R$ 600 , com promoções frequentes no Pix. Eles ...",3,8,93
o melhor microondas,google_ai_overview,"O melhor micro-ondas depende da sua rotina. Para necessidades diárias, o Electrolux MI41S é frequentemente eleito o melhor modelo geral, o Midea MRAS22 destaca-se pelo cu...",3,5,93
preços microondas 30 litros,google_ai_overview,"O preço de um micro-ondas de 30 litros varia de R$ 650 a R$ 1.100 , dependendo do design, marca e funções extras (como grill e tecnologia de limpeza fácil). Confira as op...",3,5,93
microondas pequenos,google_ai_overview,"Micro-ondas pequenos (geralmente de 18 a 20 litros) são ideais para cozinhas compactas, kitnets ou para quem mora sozinho . Eles economizam espaço na bancada sem perder f...",3,8,93
preços de microondas 30 litros,google_ai_overview,"O preço de um micro-ondas de 30 litros varia de R$ 650 a R$ 1.100 , dependendo do design, marca e funções extras (como grill e tecnologia de limpeza fácil). Confira as op...",3,5,93
preços de microondas pequeno,google_ai_overview,"O preço de um micro-ondas pequeno (geralmente entre 20 e 21 litros) varia de R$ 400 a R$ 600 em média . Modelos mais básicos ficam próximos do piso dessa faixa, enquanto ...",3,8,93
microondas bom,google_ai_overview,"Os melhores micro-ondas do mercado atual combinam boa potência, facilidade de limpeza e ótimo custo-benefício, destacando-se modelos como o Electrolux MT30S (20L), o Mide...",3,10,93
microondas 220,google_ai_overview,Encontre modelos de micro-ondas 220V com ótimos preços e marcas renomadas no Mercado Livre ou nos sites de grandes varejistas como a Casas Bahia . Ao escolher um micro-on...,3,12,93
melhores preços de microondas,google_ai_overview,O menor preço para um forno de micro-ondas de 20 a 21 litros no mercado brasileiro fica na faixa de R$ 400 a R$ 450 . Os modelos de entrada mais econômicos e bem avaliado...,3,7,93
micro forno,google_ai_overview,"O forno micro-ondas é um aparelho prático para aquecer, descongelar e cozinhar alimentos com rapidez . Os modelos mais populares variam em tamanho e potência, como o comp...",3,5,93
qual o melhor microondas,google_ai_overview,"O melhor micro-ondas depende do seu espaço e objetivo : o Electrolux MI41S destaca-se pelo desempenho geral, o Midea MRAS22 lidera no custo-benefício para o dia a dia, e ...",3,9,93
microondas melhores precos,google_ai_overview,Os modelos de micro-ondas com os menores preços atualmente variam entre R$ 380 e R$ 450 à vista . Os destaques em custo-benefício incluem aparelhos compactos de 20 litros...,3,7,93
