prompt,llm,brief_response,mentioned_brands_count,sources_count,relevance_score
brastemp b blend onde comprar,google_ai_overview,"Você pode comprar a B.blend diretamente no site oficial da marca na Loja B.blend , no portal de eletrodomésticos da Brastemp ou por meio do clube de parcerias Compra Cert...",3,7,91
geladeira brastemp valor,google_ai_overview,"Os preços das geladeiras Brastemp variam de R$ 2.700 a R$ 18.000 , dependendo da capacidade e da tecnologia. Modelos muito procurados, como a Duplex de 415 litros, custam...",3,4,91
medidas geladeira inverse,google_ai_overview,"As medidas de uma geladeira inverse (com o freezer embaixo e o refrigerador em cima) mudam bastante conforme a capacidade e a marca escolhida . Em média, os modelos de 40...",3,14,91
brastemp b blend comprar,google_ai_overview,"Você pode comprar a máquina de bebidas B.blend da Brastemp diretamente em canais oficiais como o site da B.blend , a Brastemp ou o clube de parcerias Compra Certa . Os pr...",3,11,91
frost free ative brastemp,google_ai_overview,"A linha Brastemp Ative! Frost Free traz geladeiras espaçosas que dispensam degelo manual . Destacam-se pelos modelos duplex e inverse (ex: BRM50 e BRM48), oferecendo tecn...",3,10,91
geladeira brastemp ative preço,google_ai_overview,"A linha de geladeiras Brastemp Ative! saiu de linha e não é mais fabricada como modelo novo de fábrica. No mercado de produtos usados ou seminovos, encontrados em platafo...",3,7,91
purificador de agua brastemp preco,google_ai_overview,"Os purificadores da Brastemp variam de R$ 600 a mais de R$ 3.500 . A marca oferece desde purificadores tradicionais de água natural e gelada até a linha B.blend , que fun...",3,5,91
Purificadores Brastemp,google_ai_mode,"Os purificadores de água Brastemp são conhecidos pela alta performance de filtragem, tecnologia avançada e design moderno . Eles se destacam por garantir água 100% crista...",3,0,91
comprar brastemp b blend,google_ai_overview,"Para comprar a sua Brastemp B.blend com o melhor custo-benefício, acesse a Loja Oficial B.blend ou o site da Brastemp . Modelos portáteis, como a B.blend un.plug (sem pur...",3,6,91
brastemp blend preço,google_ai_overview,"O preço da máquina de bebidas Brastemp B.blend varia dependendo do modelo e da loja. O modelo portátil mais recente, B.blend un.plug , custa a partir de R$ 4.999 . Versõe...",3,6,91
brastemp purificador de agua preço,google_ai_overview,Os purificadores de água Brastemp destacam-se pela filtragem Classe A e estão disponíveis em modelos para compra (com preços entre R$ 370 e R$ 2.600 ) e também por assina...,3,6,91
promoção geladeira brastemp,google_ai_overview,Aproveite os descontos de até 33% de economia de energia e promoções em modelos Frost Free na loja oficial. Os destaques incluem a Duplex 385 Litros (a partir de R$ 3.198...,3,1,91
preço geladeira brastemp ative,google_ai_overview,"A linha de geladeiras Brastemp Ative! saiu de linha e não é mais fabricada como modelo novo de fábrica. No mercado de produtos usados ou seminovos, encontrados em platafo...",3,7,91
purificador de água com gás,google_ai_overview,"Existem poucas opções no mercado que entregam água purificada e com gás diretamente na torneira, sendo os principais exemplos a máquina B.blend e os gaseificadores extern...",3,7,91
be blend,google_ai_overview,"Para uma experiência verdadeiramente sem sabor, o conceito ""bland"" pode se referir à máquina de bebidas em cápsula B.blend da Brastemp . Ela permite preparar bebidas e ág...",3,4,91
preco de geladeira brastemp,google_ai_overview,"Os preços das geladeiras Brastemp variam de R$ 2.800 a R$ 18.000 , dependendo da capacidade, tecnologia (Inverter, Inverse) e acabamento (Inox, Branco ou Black Inox). Com...",3,5,91
preço b blend brastemp,google_ai_overview,"O preço da máquina de bebidas B.blend da Brastemp, especificamente o modelo atual B.blend un.plug, custa em torno de R$ 4.999 na Loja Oficial Brastemp . Detalhes do Produ...",2,7,91
bebedouro com água com gás brastemp,google_ai_overview,"A Brastemp oferece água com gás por meio da B.blend , a primeira plataforma de bebidas all-in-one do mundo que funciona com cápsulas e purificador integrado. O aparelho f...",2,7,91
maquina de fazer refrigerante brastemp,google_ai_overview,"A máquina de refrigerantes da Brastemp é a B.blend . Ela é uma plataforma multibebidas que prepara mais de 35 opções (refrigerantes, sucos, chás, cafés e drinks) em cápsu...",2,11,91
purificador de agua brastemp para comprar,google_ai_overview,"Para comprar um purificador da Brastemp, a marca oferece duas opções: adquirir o aparelho diretamente na Loja Oficial Brastemp ou optar pelo serviço de assinatura , onde ...",2,9,91
brastemp b blend preco,google_ai_overview,"O preço da máquina de bebidas B.blend un.plug (versão portátil sem necessidade de ponto de água) custa oficialmente R$ 4.999,00 . Versões que se conectam direto ao encana...",2,2,91
bebedouro da brastemp,google_ai_overview,"A Brastemp não fabrica bebedouros tradicionais de galão, mas possui um portfólio completo de purificadores de água para instalação direta na rede hidráulica e a B.blend ,...",2,8,91
maquina de bebidas b blend,google_ai_overview,"A B.blend é uma máquina de bebidas em cápsulas da Brastemp em parceria com a Ambev . Ela prepara mais de 30 sabores, como refrigerantes, sucos, chás e energéticos, com pr...",2,8,91
comprar geladeira brastemp frost free,google_ai_overview,"Para comprar uma geladeira Brastemp Frost Free, acesse diretamente a Loja Oficial Brastemp , o Compra Certa ou grandes redes varejistas. Os modelos mais buscados variam c...",2,6,91
geladeira brastenp,google_ai_overview,"As geladeiras Brastemp destacam-se pelo design premium, tecnologia Frost Free e recursos avançados, como painel touch e sistema Inverter . Os modelos mais buscados variam...",2,10,91
geladeira brastemp bro85ak,google_ai_overview,A Brastemp BRO85AK é uma geladeira premium French Door Inverse (duas portas na parte superior e freezer em gavetão na parte inferior) com 554 litros de capacidade . Desta...,2,8,91
filtro de água com gás e refrigerante,google_ai_overview,"Para ter água filtrada, gelada, com gás e até refrigerantes diretamente de um único equipamento, a solução principal no Brasil é a linha de máquinas B.blend . Fabricadas ...",2,11,91
geladeira brastemp 554 l,google_ai_overview,A geladeira Brastemp de 554 litros pertence à categoria French Door/Side Inverse (3 portas) . O modelo se destaca pelo amplo espaço interno (377 litros no refrigerador e ...,2,12,91
geladeira brastemp frost free preço,google_ai_overview,"O preço das geladeiras Brastemp Frost Free varia entre R$ 2.500 e R$ 7.000+ , dependendo da capacidade (de 375 a 600 litros), tipo de porta (Duplex, Inverse ou Side by Si...",2,2,91
brastemp inverse frost free,google_ai_overview,A linha de geladeiras Brastemp Inverse (refrigerador em cima e freezer embaixo) destaca-se pela ergonomia e design. Os modelos mais buscados (como as linhas BRE57 e BRE85...,2,14,91
Purificadores Brastemp,gemini,"Os purificadores de água da Brastemp funcionam por meio de um sistema de assinatura mensal , o que significa que você não precisa comprar o aparelho, mas sim pagar uma me...",2,0,91
Purificadores Brastemp,chatgpt,"Os purificadores Brastemp são uma linha de equipamentos da Brastemp (Whirlpool) voltada para melhorar a qualidade da água em casa, oferecendo filtragem mais avançada do q...",2,12,91
Qual a diferença entre Brastemp B Blend e outros modelos Brastemp?,chatgpt,"A Brastemp B.blend (B Blend) é uma linha bem diferente da maioria dos outros eletrodomésticos da Brastemp — ela não é uma geladeira, fogão ou lava e seca comum. É uma pla...",2,12,91
Qual a diferença entre Brastemp B Blend e outros modelos Brastemp?,google_ai_mode,"A principal diferença entre a Brastemp B.blend e os purificadores ou bebedouros tradicionais da Brastemp é que a B.blend é uma máquina ""all-in-one"" de bebidas em cápsulas...",2,0,91
refrigerador geladeira brastemp,google_ai_overview,"As geladeiras e refrigeradores da Brastemp oferecem alta tecnologia, design moderno e diversas capacidades. Os modelos mais buscados variam entre 375 e 415 litros nos for...",2,7,91
brastemp b bland,google_ai_overview,"A Brastemp B.blend é a primeira plataforma all-in-one de bebidas em cápsulas do mundo, criada em parceria com a Ambev . Ela funciona como purificador de água e prepara ma...",2,12,91
maquina que faz refrigerante,google_ai_overview,"A principal opção de máquina de fazer refrigerante em casa é a B.blend , um eletrodoméstico que funciona com o uso de cápsulas e cilindros de gás. Como Funciona a B.blend...",2,8,91
purificador de agua gaseificada brastemp,google_ai_overview,"O filtro de água com gás da Brastemp faz parte da plataforma de bebidas B.blend , uma máquina que fornece água natural, gelada, quente, fria e com gás, utilizando refis d...",2,4,91
geladeira brastemp frost free duplex 375l branco,google_ai_overview,"A geladeira Brastemp Frost Free de 375 litros branca ( modelos BRM44HB ou BRM45JB ) destaca-se pelo design moderno, excelente aproveitamento de espaço e gavetão com contr...",2,13,91
geladeira frost free brastemp inox,google_ai_overview,"As geladeiras Brastemp Frost Free Inox combinam design premium, tecnologia Inverse (ou Duplex) e recursos avançados como resfriamento rápido e painel touch . Preços varia...",2,7,91
preço da geladeira brastemp frost free,google_ai_overview,"O preço de uma geladeira Brastemp Frost Free varia de R$ 2.590 a R$ 6.700 , dependendo da capacidade, do design (Duplex, Inverse ou French Door) e do acabamento (branco o...",2,9,91
brastemp b blend preço,google_ai_overview,"As máquinas de bebidas B.blend da Brastemp (como os modelos un.plug e en.joy ) custam oficialmente a partir de R$ 4.999,00 nas lojas oficiais. O preço pode variar conform...",2,7,91
geladeira brastemp inox frost free inverse,google_ai_overview,"A geladeira Brastemp Frost Free Inverse Inox tem o freezer embaixo e o refrigerador em cima , oferecendo modelos populares como a Brastemp 447 Litros (BRE57FK) , a B=Smar...",1,7,91
lançamento geladeira brastemp,google_ai_overview,"A nova geração de geladeiras inteligentes Brastemp B=Smart (com destaque para os modelos BRE68AE Inverse de 477L, BRE66A de 500L e a duplex BRM62AK de 512L) traz inteligê...",1,9,91
geladeira brastemp 447 l,google_ai_overview,A Geladeira Brastemp 447 litros (linha Inverse BRE57) custa em média entre R$ 3.800 e R$ 5.500 . É um modelo duplex com o freezer embaixo e o refrigerador em cima. Tem cl...,1,8,91
preco da geladeira brastemp,google_ai_overview,"Os preços das geladeiras Brastemp variam de R$ 2.800 a mais de R$ 7.500 , dependendo do modelo (Duplex, Inverse ou French Door) e da capacidade. Acompanhe as cotações atu...",1,6,91
filtro de agua da brastemp,google_ai_overview,"O purificador de água Brastemp se destaca pela filtragem Classe A certificada pelo Inmetro e pelo seu sistema de assinatura mensal . Os planos cobrem a instalação, troca ...",1,7,91
refrigerador brastemp bro85ak,google_ai_overview,A Geladeira Brastemp BRO85AK é um refrigerador Frost Free de 3 portas com formato French Door Inverse (duas portas em cima para o refrigerador e gavetão embaixo para o fr...,1,8,91
maior geladeira da brastemp,google_ai_overview,A maior geladeira da Brastemp é a linha Inverse de 591 litros (modelos BRE85MK em Inox e BRE85MB na cor branca) . Ela possui o título de maior capacidade líquida combinad...,1,7,91
brastemp geladeira evox,google_ai_overview,A geladeira Evox Brastemp é um refrigerador com tecnologia Frost Free e um acabamento especial em aço que protege contra ferrugem e corrosão . Os principais destaques são...,1,8,91
geladeira frost free 2 portas brastemp,google_ai_overview,A geladeira Brastemp 2 portas com tecnologia Frost Free é referência em organização e eficiência . Os modelos duplex (freezer em cima) e inverse (freezer embaixo) oferece...,1,11,91
geladeira brastemp faz gelo,google_ai_overview,"As geladeiras Brastemp que fazem gelo possuem sistemas como o Smart Ice , Twist Ice ou Ice Maker Automático . Eles permitem produzir cubos de gelo sem esforço ou até mesm...",1,12,91
geladeira brastemp 375 l,google_ai_overview,"A geladeira Brastemp de 375 litros (como os modelos BRM44 e BRM45 ) é um modelo duplex frost free que custa entre R$ 2.880 e R$ 3.600 , oferecendo bom espaço interno e co...",1,8,91
refrigerador brastemp frost free duplex,google_ai_overview,"A geladeira Brastemp Frost Free Duplex combina tecnologia e organização, com sistemas que evitam a formação de gelo . Modelos modernos possuem tecnologia Inverter (como a...",1,8,91
bre57fk brastemp,google_ai_overview,"A Brastemp BRE57FK é uma geladeira Frost Free Inverse de 447 litros na cor inox . Ela tem o freezer embaixo e o refrigerador em cima, painel touch externo, classificação ...",1,10,91
brastemp inverse 447,google_ai_overview,"A Geladeira Brastemp Frost Free Inverse 447 litros (modelos BRE57) possui o refrigerador em cima e o freezer embaixo, unindo design sofisticado e alta tecnologia . Ela se...",1,9,91
potencia geladeira brastemp,google_ai_overview,"A potência de uma geladeira Brastemp varia entre 100W e 130W para os modelos mais comuns Frost Free e Duplex (como os de 375L a 500L). No entanto, por utilizarem compress...",1,6,91
minha geladeira brastemp,google_ai_overview,"Para te ajudar com a sua geladeira Brastemp, precisamos saber se ela está parando de gelar, apresentando código de erro ou se você precisa de peças. Verifique o modelo ex...",1,0,91
refrigerador inverse da brastemp,google_ai_overview,"A geladeira Brastemp Inverse possui o refrigerador em cima e o freezer embaixo, destacando-se pelos modelos como a BRE57 (447L), BRE85 (591L) e a linha B=Smart (500L) . V...",1,6,91
geladeira brastemp duplex frost free,google_ai_overview,"As geladeiras Brastemp Frost Free Duplex aliam tecnologia e design sofisticado, oferecendo controle de temperatura inteligente, economia de energia e gavetas especiais pa...",1,10,91
largura de geladeira,google_ai_overview,"A largura de uma geladeira varia de 50 cm a 91 cm , dependendo principalmente da capacidade em litros e do modelo (como Brastemp Tabela de Tamanhos orienta). Os modelos c...",1,3,91
geladeira inverse brastemp preço,google_ai_overview,"O preço da geladeira Brastemp Inverse varia de R$ 4.150 a R$ 4.900 , dependendo da capacidade e dos recursos escolhidos. Modelos intermediários de 447 litros custam cerca...",1,5,91
painel da geladeira brastemp frost free,google_ai_overview,"O painel da geladeira Brastemp Frost Free controla funções essenciais como temperatura, modos especiais e alertas . Os recursos mais comuns incluem o ajuste de temperatur...",1,6,91
geladeira brastemp tamanho,google_ai_overview,"As geladeiras Brastemp variam de 375 L a mais de 590 L . As menores possuem cerca de 176 cm de altura e 62 cm de largura, enquanto os modelos Inverse ou maiores chegam a ...",1,11,91
geladeira frost free brastemp inverse inox,google_ai_overview,"A geladeira Brastemp Frost Free Inverse Inox tem o freezer embaixo e o refrigerador em cima , oferecendo modelos populares como a Brastemp 447 Litros (BRE57FK) , a B=Smar...",1,7,91
maquina brastemp refrigerante,google_ai_overview,"A máquina de refrigerante da Brastemp é a B.blend . Ela é a primeira plataforma de bebidas em cápsulas tudo-em-um do Brasil, capaz de preparar refrigerantes, sucos, chás,...",1,7,91
brastemp geladeira inverse inox,google_ai_overview,"A linha Brastemp Inverse Inox traz o freezer na parte inferior e a geladeira em cima , oferecendo ergonomia e sofisticação à cozinha. Com acabamento resistente em aço ino...",1,12,91
geladeira brastemp frost free 554 litros,google_ai_overview,"A Brastemp Frost Free French Door de 554 litros (modelos como BRO85AB, BRO85AK e BRO85ME ) é um refrigerador espaçoso de 3 portas com freezer embaixo, tecnologia Inverter...",1,8,91
geladeira brastemp inverse medidas,google_ai_overview,"As medidas da geladeira Brastemp Inverse variam conforme a capacidade do modelo. Para modelos de 443L a 479L, a altura média é de 184 cm a 194,5 cm, a largura de 70 cm a ...",1,8,91
geladeira brastemp 447,google_ai_overview,A Geladeira Brastemp Frost Free Inverse de 447 litros ( linhas BRE57 ) é um modelo duplex invertido (freezer embaixo e refrigerador em cima) com capacidade de 311L no ref...,1,10,91
filtro de agua com gas,google_ai_overview,"Para ter água com gás em casa usando sistemas de tratamento ou preparo, você pode escolher entre gaseificadores portáteis (que usam cilindros de CO2 para adicionar gás à ...",1,9,91
qual a largura de uma geladeira,google_ai_overview,"A largura da geladeira varia conforme a capacidade e o design. Modelos compactos têm entre 50 cm e 60 cm, médios de 60 cm a 70 cm, e os modelos grandes (French Door/Side ...",1,3,91
freezer geladeira brastemp,google_ai_overview,"O congelador ou freezer das geladeiras Brastemp varia conforme o modelo (Duplex, Inverse ou com a função Flex), oferecendo tecnologias como Frost Free e controle de tempe...",1,6,91
geladeira brastemp inverse frost free,google_ai_overview,"As geladeiras Brastemp Frost Free Inverse são modelos premium onde o refrigerador fica na parte superior e o freezer na inferior . Com capacidades entre 443L e 591L, dest...",1,10,91
refrigerador inverter brastemp,google_ai_overview,"A geladeira Brastemp Inverter combina tecnologia de ponta e design moderno. Com o motor que ajusta a velocidade continuamente, economiza até 34% de energia e é muito mais...",1,8,91
frost free inverse brastemp,google_ai_overview,"The Brastemp Frost Free Inverse line features a ""reverse"" layout with the refrigerator compartment on top and the freezer on the bottom , keeping daily-use food at eye le...",1,8,91
brastemp inverter,google_ai_overview,As geladeiras com tecnologia Inverter e design Inverse da Brastemp combinam o freezer na parte inferior com um motor inteligente que economiza até 25% de energia . Os pri...,1,4,91
geladeira 375 litros brastemp,google_ai_overview,"A Geladeira Brastemp 375 Litros (principalmente os modelos BRM44 e BRM45 ) é uma duplex frost free intermediária, custando entre R$ 2.700 e R$ 3.500 . Ela traz painel ele...",1,8,91
geladeira brastemp 473 litros,google_ai_overview,"A Brastemp não possui um modelo exato de 473 litros , mas oferece linhas muito próximas nessa faixa de capacidade, como a Inverse de 447L , a Inverse de 479L (Série BRE58...",1,7,91
geladeira brastemp french door frost free,google_ai_overview,"As geladeiras Brastemp Frost Free French Door (linha de 554L e 559L, como os modelos BRO85 e BRO85) custam entre R$ 5.500 e R$ 7.200 . Elas se destacam pelo design premiu...",1,8,91
geladeira brastempe,google_ai_overview,"A geladeira Brastemp destaca-se no mercado por aliar tecnologia, design moderno e alta durabilidade . Suas principais linhas incluem modelos Duplex (freezer em cima), Inv...",1,7,91
preços de geladeira brastemp,google_ai_overview,"O preço de uma geladeira Brastemp varia de R$ 2.800 a R$ 5.100 , dependendo do modelo, capacidade e tipo de degelo. Os modelos duplex compactos de 375L custam cerca de R$...",1,6,91
geladeira medidas brastemp,google_ai_overview,As medidas das geladeiras Brastemp variam conforme a capacidade e o tipo de porta . Abaixo estão as dimensões médias (Altura × Largura × Profundidade) dos modelos mais po...,1,8,91
geladeira inox 2 portas brastemp,google_ai_overview,"A geladeira Brastemp duas portas inox mais buscada é a Geladeira Brastemp Frost Free 385 Litros Duplex Inox (BRM46MK) , com preços em média de R$ 2.700 a R$ 3.100. Outra ...",1,9,91
manual geladeira brastemp frost free 375 litros,google_ai_overview,"Para acessar o manual oficial da sua geladeira Brastemp Frost Free de 375 litros (como os modelos BRM44 ou BRM45 ), consulte a página de Atendimento Brastemp . Você preci...",1,8,91
geladeira frost free brastemp 2 portas,google_ai_overview,A geladeira Brastemp 2 portas com tecnologia Frost Free é referência em organização e eficiência . Os modelos duplex (freezer em cima) e inverse (freezer embaixo) oferece...,1,11,91
geladeira frost free da brastemp,google_ai_overview,"As geladeiras Brastemp Frost Free destacam-se pelo design sofisticado e tecnologias avançadas de conservação . Os modelos mais vendidos variam de 385 a 588 litros, dividi...",1,8,91
brastemp inox inverse,google_ai_overview,"A linha de geladeiras Brastemp Inverse traz o refrigerador na parte superior e o freezer embaixo, oferecendo mais ergonomia no dia a dia. O acabamento em inox garante dur...",1,11,91
valor da geladeira brastemp,google_ai_overview,"Os preços das geladeiras Brastemp variam de acordo com o modelo, capacidade e tecnologia, oscilando geralmente entre R$ 2.800 e R$ 7.500 . Para comparar ofertas em tempo ...",1,6,91
brastemp branca,google_ai_overview,"A linha de eletrodomésticos Brastemp branca inclui opções populares como geladeiras e lavadoras de roupas , destacando-se modelos como a Geladeira Brastemp Frost Free Inv...",1,5,91
refrigerador brastemp clean frost free,google_ai_overview,"A linha Brastemp Clean Frost Free (geralmente representada pelo modelo BRM39 ou BRM42) oferece capacidade de 352 a 375 litros, painel eletrônico externo, porta-latas remo...",1,9,91
brastemp que agua,google_ai_overview,"A Brastemp oferece linhas populares de purificadores de água e máquinas de lavar . Os purificadores fornecem água pura, gelada ou com gás , enquanto as lavadoras controla...",1,6,91
brastemp 554l,google_ai_overview,"A geladeira Brastemp de 554 litros refere-se aos modelos French Door / Side Inverse (com três portas e freezer embaixo), como as linhas BRO85 (disponíveis em branco, inox...",1,10,91
brastemp geladeira 375 litros,google_ai_overview,A geladeira Brastemp de 375 litros (como os modelos BRM44 e BRM45 ) é uma excelente escolha Frost Free Duplex. Ela conta com 288 litros no refrigerador e 86 litros no fre...,1,10,91
Quais são as melhores opções de purificadores Brastemp para a minha cozinha?,google_ai_mode,"Os purificadores Brastemp são reconhecidos por sua alta tecnologia de filtragem, com eficiência Classe A segundo o Inmetro, o que garante a retenção máxima de cloro, part...",1,0,91
Quais são as melhores opções de purificadores Brastemp para a minha cozinha?,chatgpt,"Os purificadores da Brastemp são bem populares no Brasil porque combinam boa filtragem (classe A do Inmetro), design moderno e opções com diferentes níveis de tecnologia ...",1,8,91
Quais são as melhores opções de purificadores Brastemp para a minha cozinha?,gemini,"A Brastemp trabalha principalmente com o sistema de assinatura (aluguel de purificador) , onde você paga uma mensalidade e eles cuidam da instalação, manutenção periódica...",1,0,91
Onde posso encontrar o preço do Brastemp B Blend?,gemini,Os preços da máquina Brastemp B.blend variam bastante dependendo do modelo (como a versão que exige instalação na rede de água ou a portátil Un.plug ) e se o produto é no...,1,0,91
geladeira brastemp modelos,google_ai_overview,"A Brastemp oferece diversas linhas de geladeiras Frost Free , divididas em modelos Duplex (com freezer em cima), Inverse (com freezer embaixo) e French Door (três portas)...",1,12,91
geladeira brastemp potencia,google_ai_overview,"A potência das geladeiras Brastemp varia entre 100 W e 150 W , dependendo da capacidade e do modelo (Duplex, Inverse ou Frost Free). O consumo mensal geralmente fica entr...",1,10,91
geladeira brastemp frost free duplex 375l inox com,google_ai_overview,"A Geladeira Brastemp Frost Free 375 litros Inox (modelos como BRM44HK ou BRM45JK) custa em média entre R$ 2.800 e R$ 3.800 . Ela possui duas portas, degelo automático Fro...",1,8,91
geladeira brastemp frost free duplex 375 litros,google_ai_overview,A Geladeira Brastemp Frost Free Duplex 375 Litros (como os modelos BRM44 e BRM45) custa em média R$ 3.299 . Ela oferece 375 litros totais de capacidade (cerca de 288 litr...,1,8,91
altura da geladeira brastemp,google_ai_overview,"A altura da geladeira Brastemp varia conforme o modelo e a capacidade, medindo em média entre 176 cm e 194 cm . Altura por Modelos Populares Duplex (375L a 385L): Cerca d...",1,6,91
geladeira brastemp frost free duplex 375 litros cor,google_ai_overview,A geladeira Brastemp Frost Free Duplex de 375 litros é encontrada principalmente em duas cores: Inox e Branca . Os preços variam de acordo com o acabamento escolhido. Opç...,1,3,91
geladeiras brastemp medidas,google_ai_overview,"As medidas das geladeiras Brastemp variam conforme a capacidade e o modelo (como Duplex ou Inverse), ficando a média entre 1,76 m e 1,87 m de altura, 62 cm e 84 cm de lar...",1,3,91
geladeira brastemp tres portas inox,google_ai_overview,A geladeira Brastemp 3 portas inox (modelos principais como a BRO85MK e variações de linha) é um refrigerador French Door Inverse Frost Free com 559 litros de capacidade ...,1,10,91
geladeira brastemp bre57fk,google_ai_overview,"A Geladeira Brastemp BRE57FK é um refrigerador Inverse de 447 litros (refrigerador em cima, freezer embaixo) que custa em torno de R$ 3.050 a R$ 4.600 . Classificada como...",1,7,91
geladeira frost free 375 litros brastemp,google_ai_overview,"A Geladeira Brastemp Frost Free 375 Litros (encontrada em modelos como BRM44 e BRM45) custa a partir de R$ 2.499 , possui capacidade total de 375 litros (sendo cerca de 8...",1,5,91
geladeira brastemp brm45jk,google_ai_overview,"A Geladeira Brastemp BRM45JK é um modelo Frost Free Duplex de 375 litros, ideal para famílias de 2 a 3 pessoas . Conta com painel Touch Black externo e funções especiais,...",1,7,91
altura geladeira brastemp,google_ai_overview,"A altura das geladeiras Brastemp varia de acordo com o modelo, capacidade e design . Geralmente, elas ficam entre 176 cm e 187 cm . Confira as alturas médias por categori...",1,6,91
preço geladeira brastemp inverse,google_ai_overview,"O preço da geladeira Brastemp Inverse varia de R$ 3.058,46 a R$ 5.949,00 , dependendo da capacidade e do modelo escolhido. Principais Modelos e Preços Médios Capacidade d...",1,5,91
geladeira brastemp 554l,google_ai_overview,"A Geladeira Brastemp 554 litros ( modelos BRO85AK em Inox ou BRO85AB em Branco ) possui o sistema French Door Inverse de 3 portas, custa em média entre R$ 6.000 e R$ 7.60...",1,12,91
bro85ak geladeira,google_ai_overview,A Geladeira Brastemp BRO85AK é um refrigerador Frost Free do tipo French Door Inverse (duas portas em cima e freezer embaixo) com 554 litros de capacidade total e selo de...,1,9,91
geladeira com freezer brastemp,google_ai_overview,"As geladeiras Brastemp com freezer (especialmente os modelos Inverse , onde o freezer fica na parte inferior) aliam ergonomia e alta tecnologia. Destaque para o modelo Br...",1,12,91
