name,prompts_count,volume,volume_trend,intents
Freezers Verticais Gelopar,15,655,21;11;11;10;9;10;9;9;9;100;85;90,task:2;informational:64;navigational:5;commercial:22;transactional:7
Cryogenics,17,1013,70;79;82;75;63;63;63;100;97;81;70;80,task:5;informational:73;navigational:5;commercial:12;transactional:5
Dry Ice Resources,16,6561,25;27;28;99;99;100;100;100;100;100;100;100,task:5;informational:75;navigational:5;commercial:10;transactional:5
Freezers e Conservadores Verticais,17,396,39;67;74;49;68;97;100;59;51;52;52;94,task:3;informational:59;navigational:4;commercial:28;transactional:6
Freezers e Geladeiras Brastemp/Electrolux,21,1385,87;100;100;65;63;64;64;81;70;70;70;71,task:2;informational:50;navigational:9;commercial:30;transactional:9
Ice Makers,16,1231,82;91;92;67;67;73;73;68;97;98;100;100,task:2;informational:50;navigational:4;commercial:36;transactional:8
Freezers de 400 litros,21,923,43;61;63;59;58;61;61;56;90;100;70;66,task:10;informational:39;navigational:4;commercial:34;transactional:13
Câmaras frias para gelo,16,84,79;89;91;87;87;100;96;90;84;84;84;84,task:7;informational:49;navigational:4;commercial:32;transactional:8
Freezers do Magazine Luiza,17,652,73;96;98;93;82;87;87;100;89;87;87;87,task:4;informational:24;navigational:30;commercial:19;transactional:23
Cool Box Coolers,18,3446,28;32;32;19;18;19;21;100;97;95;95;95,task:4;informational:49;navigational:2;commercial:36;transactional:9
Freezers Verticais e Mini Freezers,32,11943,96;100;48;51;54;54;54;52;53;53;53;53,task:5;informational:46;navigational:1;commercial:37;transactional:11
Geladeiras e freezers para bares e restaurantes,17,617,70;98;100;89;85;87;96;92;83;82;92;91,task:3;informational:30;navigational:1;commercial:55;transactional:11
Refrigeração e Equipamentos Big Frio,15,137,55;63;68;73;76;79;77;79;100;100;100;100,task:3;informational:29;navigational:41;commercial:13;transactional:14
Electrolux Freezer H400,19,300,28;39;43;36;44;37;34;47;39;100;87;56,task:3;informational:45;navigational:18;commercial:21;transactional:13
Suportes para Freezers,15,322,15;60;71;100;56;70;53;62;58;70;61;70,task:7;informational:47;navigational:5;commercial:27;transactional:14
Freezers de 150 litros,15,1485,29;37;36;33;41;43;47;56;62;73;93;100,task:7;informational:36;navigational:4;commercial:36;transactional:17
Refrigeração e Eletrodomésticos,17,1089,13;38;41;43;43;42;36;56;49;63;57;100,task:8;informational:72;navigational:5;commercial:15
Freezers 530–534 litros,16,956,17;24;34;31;31;28;58;61;38;89;68;100,task:3;informational:46;navigational:11;commercial:32;transactional:8
Freezers Brastemp 228 litros,15,999,6;13;14;12;13;26;16;60;53;100;89;89,task:3;informational:53;navigational:12;commercial:25;transactional:7
Freezers e Geladeiras Self-Service,15,479,4;6;8;10;32;38;27;10;8;100;87;95,task:8;informational:35;navigational:25;commercial:26;transactional:6
Caixas Térmicas e Freezers,15,339,53;84;100;65;72;65;76;79;81;63;63;64,task:2;informational:53;navigational:4;commercial:35;transactional:6
Freezers de 500 litros,17,688,64;89;91;86;86;91;100;87;90;89;86;88,task:3;informational:51;navigational:7;commercial:32;transactional:7
Freezers Mercado Livre pt,19,1965,85;99;100;95;51;56;56;73;69;84;75;68,task:2;informational:13;navigational:50;commercial:9;transactional:26
Freezers Consul 2 portas,42,8604,71;80;86;97;98;100;100;100;100;100;100;100,task:5;informational:40;navigational:7;commercial:29;transactional:19
Freezers de cerveja usados,16,211,38;46;50;84;80;40;38;100;89;35;35;35,task:5;informational:50;navigational:5;commercial:25;transactional:15
Freezers e refrigeradores de 1 porta,19,5523,87;97;100;100;99;100;100;49;51;51;51;51,task:2;informational:50;navigational:1;commercial:38;transactional:9
Mastercool Refrigeration & HVAC,15,639,31;51;56;54;49;48;48;44;43;47;47;100,task:3;informational:18;navigational:58;commercial:8;transactional:13
Frio e Refrigeração,15,159,100;44;45;45;43;44;44;45;46;63;58;55,task:8;informational:63;navigational:4;commercial:17;transactional:8
Geladeiras e Freezers Prosdocimo,26,6718,48;52;57;58;89;91;91;100;98;98;98;97,task:2;informational:57;navigational:19;commercial:19;transactional:3
Freezers de 250 litros,15,995,5;11;13;9;9;9;25;17;21;100;80;80,task:3;informational:49;navigational:4;commercial:33;transactional:11
Freezers: melhores preços e marcas,24,2330,23;31;30;73;96;99;100;83;100;100;97;100,task:5;informational:24;navigational:4;commercial:57;transactional:10
Coleman Ice Coolers,15,255,51;70;63;74;74;82;96;99;100;100;100;100,task:3;informational:43;navigational:11;commercial:32;transactional:11
Freezers Electrolux FE26,27,2688,33;38;37;36;37;43;45;45;85;86;100;100,task:5;informational:54;navigational:15;commercial:16;transactional:10
Geladeiras com freezer embaixo,60,26686,98;100;46;51;64;64;64;77;75;75;75;75,task:5;informational:39;navigational:4;commercial:42;transactional:10
Frigoestrela e Alimentos,16,623,58;79;84;81;94;98;96;83;85;100;100;84,task:7;informational:26;navigational:45;commercial:12;transactional:10
Freezers com tampa de vidro,29,3581,74;96;100;99;93;97;97;94;98;98;98;97,task:3;informational:54;navigational:1;commercial:31;transactional:11
Frigobares Magalu,15,357,65;84;84;81;74;73;68;80;89;99;100;91,task:3;informational:30;navigational:34;commercial:12;transactional:21
Termostatos para Freezers,26,2587,23;29;32;60;82;82;82;96;99;100;100;99,informational:64;navigational:2;commercial:19;transactional:15
Freezers Fricon 503 litros,18,585,37;45;46;44;37;47;46;41;88;100;46;46,task:3;informational:43;navigational:18;commercial:26;transactional:10
Máquinas de Frozen Drinks,17,1754,70;82;83;85;56;60;57;98;100;97;98;97,task:2;informational:63;navigational:5;commercial:24;transactional:6
Freezers Carrefour Brasil,16,1076,29;57;62;57;55;52;61;72;98;100;66;73,task:1;informational:31;navigational:36;commercial:12;transactional:20
Freezers Expositor para Supermercados,16,970,67;93;95;94;90;97;94;100;100;98;97;97,task:7;informational:22;navigational:1;commercial:59;transactional:11
Frost Free e Degelo em Geladeiras,99,44476,65;81;84;95;88;89;89;99;100;100;100;100,task:5;informational:78;navigational:5;commercial:7;transactional:5
freezers de 200 litros,28,3266,82;98;100;98;97;100;100;65;56;56;55;55,task:3;informational:45;navigational:4;commercial:28;transactional:20
Magazine do Frio e Refrigeração,15,262,14;21;26;26;26;45;100;22;22;21;22;23,task:3;informational:45;navigational:24;commercial:11;transactional:17
Expositores e Freezers para Cerveja,19,2831,71;97;100;99;87;93;94;90;92;92;92;91,task:5;informational:46;navigational:2;commercial:32;transactional:15
Freezers Fricon 411 litros,15,1030,11;27;36;29;40;30;23;75;73;100;92;85,task:7;informational:46;navigational:5;commercial:27;transactional:15
Frigobar e adega,16,1446,84;99;100;68;78;79;81;77;88;83;80;76,task:2;informational:60;navigational:2;commercial:26;transactional:10
Freezers e Cervejeiras Metalfrio,31,6833,93;99;100;44;42;43;43;45;43;43;43;42,task:2;informational:49;navigational:24;commercial:20;transactional:5
Freezers 180 L Consul,19,498,42;25;28;24;23;23;24;100;50;77;63;43,task:10;informational:50;navigational:2;commercial:25;transactional:13
Coolers de gelo,16,391,31;42;46;43;53;64;65;99;100;83;83;83,task:4;informational:60;navigational:2;commercial:26;transactional:8
Frigoríficas e Frigeração,17,48,15;51;55;44;32;32;25;100;79;11;11;11,task:3;informational:77;navigational:5;commercial:12;transactional:3
Prateleiras e divisórias para freezer,18,1031,38;60;76;45;56;55;59;74;60;100;86;96,task:8;informational:23;navigational:1;commercial:54;transactional:14
Frigobares Monster Energy,20,702,43;65;66;61;68;84;79;100;81;81;81;80,task:3;informational:45;navigational:18;commercial:26;transactional:8
Geladeiras para área gourmet,16,1657,23;76;78;100;86;80;77;45;34;35;60;76,task:5;informational:56;navigational:4;commercial:26;transactional:9
Refrigeradores e Freezers Fricon,20,2464,71;95;98;90;88;94;93;98;100;100;100;99,task:5;informational:40;navigational:20;commercial:26;transactional:9
Geladeiras com Ice Maker,18,1152,27;20;21;40;39;26;24;92;60;82;71;100,task:3;informational:63;navigational:2;commercial:22;transactional:10
Rubbermaid Coolers,16,860,11;16;20;23;21;20;16;16;17;90;100;64,task:3;informational:41;navigational:18;commercial:25;transactional:13
Freezers Casas Bahia,15,2003,62;88;91;88;81;86;89;79;89;91;100;94,task:3;informational:22;navigational:43;commercial:15;transactional:17
Freezers 205 litros Midea,16,522,66;86;86;78;80;79;66;83;70;100;90;96,task:3;informational:33;navigational:17;commercial:34;transactional:13
Frigobares Consul,41,21522,97;100;45;50;63;63;63;97;97;99;98;98,informational:38;navigational:30;commercial:23;transactional:9
Refrisat Refrigeração,17,157,69;75;76;75;75;77;77;77;96;100;80;81,task:1;informational:37;navigational:40;commercial:5;transactional:17
Freezers verticais Electrolux 162 L,21,766,43;52;55;53;65;60;54;99;100;86;84;93,task:2;informational:41;navigational:15;commercial:16;transactional:26
Refrigeração e frigobares,16,69,9;53;62;49;39;31;100;72;61;21;21;20,task:7;informational:48;navigational:2;commercial:18;transactional:25
Refrigeração Laboratorial,16,254,82;83;88;89;92;100;98;90;82;82;87;86,task:2;informational:60;navigational:4;commercial:28;transactional:6
Freezers e Geladeiras Verticais com Porta de Vidro,20,1628,85;99;100;97;95;98;100;55;52;52;52;51,task:2;informational:60;navigational:4;commercial:22;transactional:12
Freezers Inox Verticais Frost Free,24,2996,85;99;100;51;43;46;47;51;52;52;55;54,task:5;informational:32;navigational:9;commercial:37;transactional:17
Geladeiras Comerciais,15,96,44;45;54;48;42;43;100;52;51;44;44;53,task:1;informational:51;navigational:4;commercial:32;transactional:12
Freezers de 199 litros,15,1180,13;22;23;20;19;19;17;63;51;37;46;100,task:3;informational:49;navigational:8;commercial:36;transactional:4
Container Store & Home Organization,16,397,41;46;49;81;78;47;51;75;100;72;68;98,task:7;informational:27;navigational:35;commercial:14;transactional:17
Ice packs and ice bags,18,1590,17;20;24;24;52;50;47;47;47;58;98;100,task:2;informational:72;navigational:3;commercial:15;transactional:8
Freezers verticais Consul,40,5560,77;91;100;99;83;84;85;88;92;93;92;92,task:3;informational:55;navigational:19;commercial:14;transactional:9
Coolers para Geladeiras,17,1063,85;98;96;94;77;80;100;81;81;86;85;85,task:5;informational:59;navigational:5;commercial:24;transactional:7
Fechaduras e Travas para Freezer,16,367,16;37;39;38;38;41;42;100;80;46;42;45,task:10;informational:55;navigational:1;commercial:30;transactional:4
Geladeira Organizada,23,3936,89;100;100;86;63;65;65;62;81;81;83;82,task:2;informational:74;navigational:5;commercial:11;transactional:8
Geladeiras e Refrigeradores Frost Free e Inox,829,715796,27;27;29;35;100;100;100;48;46;46;46;46,task:2;informational:43;navigational:6;commercial:37;transactional:12
Geladeiras e Freezers EOS Ecogelo,16,740,39;58;59;78;95;97;92;100;100;100;98;97,task:6;informational:57;navigational:15;commercial:14;transactional:8
Armazenagem frigorífica e serviços de frio,15,216,81;97;100;96;96;100;100;96;99;98;99;98,task:3;informational:44;navigational:4;commercial:41;transactional:8
Freezers que não gelam,20,660,46;19;41;41;43;44;44;44;93;93;100;100,task:4;informational:76;navigational:8;commercial:7;transactional:5
Ice Cream Makers & Machines,20,689,88;100;99;55;73;75;74;48;67;67;70;70,task:2;informational:56;navigational:2;commercial:26;transactional:14
Garrafa Frozen,16,402,31;60;57;64;64;67;72;37;38;72;100;85,task:7;informational:34;navigational:11;commercial:31;transactional:17
Freezers horizontais 100L,16,1561,34;49;52;46;44;46;48;50;56;100;72;76,task:3;informational:31;navigational:5;commercial:46;transactional:15
Refrigeração Comercial Imbera,19,2131,85;99;100;53;49;53;54;53;52;51;52;51,task:2;informational:36;navigational:22;commercial:32;transactional:8
Refrigeração Real,15,95,86;90;100;99;95;96;97;90;96;96;96;96,task:3;informational:49;navigational:18;commercial:25;transactional:5
Geladeiras para Chopp,18,701,22;83;91;73;73;71;54;66;52;75;74;100,task:3;informational:38;navigational:4;commercial:38;transactional:17
Capas para Freezer,15,490,34;50;54;49;48;64;52;85;73;97;91;100,task:3;informational:46;navigational:5;commercial:29;transactional:17
Cold Chain Logistics,17,1713,37;43;45;44;34;34;34;36;36;40;39;100,task:2;informational:72;navigational:3;commercial:15;transactional:8
Vitrines Refrigeradas Gelopar,15,98,31;34;38;34;34;100;69;35;35;35;35;35,task:4;informational:38;navigational:25;commercial:20;transactional:13
Frigelar Bebedouros,15,103,17;63;83;31;48;55;86;80;77;100;80;70,task:3;informational:31;navigational:26;commercial:18;transactional:22
Mr. Frosty Ice Cream Makers,16,350,17;18;23;36;42;42;43;100;60;71;68;75,task:8;informational:72;navigational:8;commercial:10;transactional:2
Frigo: Equipamentos de Cozinha Industrial,15,961,35;59;64;65;61;65;65;67;68;82;100;97,task:7;informational:18;navigational:30;commercial:30;transactional:15
Freezers de 295 litros,16,384,41;51;63;50;47;49;100;30;30;73;85;98,task:3;informational:45;navigational:1;commercial:40;transactional:11
Refrigerantes Gelados,18,387,96;100;98;59;59;66;65;70;65;71;79;70,task:5;informational:70;navigational:7;commercial:8;transactional:10
Trane Chillers,17,261,41;42;100;100;99;99;99;100;100;100;100;100,task:2;informational:64;navigational:21;commercial:10;transactional:3
Igloo Coolers,17,1213,60;88;94;89;93;100;100;93;98;90;91;89,task:3;informational:43;navigational:18;commercial:25;transactional:11
Refrigeradores Visa Cooler,17,594,73;76;81;100;100;82;77;61;61;64;66;74,task:8;informational:58;navigational:5;commercial:23;transactional:6
Sacos e embalagens para freezer,15,233,51;100;97;91;79;84;92;78;77;65;65;65,task:7;informational:57;navigational:4;commercial:25;transactional:7
Containers Refrigerados,25,6143,20;20;20;48;81;81;82;92;100;100;100;100,task:8;informational:60;navigational:4;commercial:22;transactional:6
Freezers 220V Consul 220L,18,3119,15;23;25;22;21;20;27;50;69;84;100;93,task:3;informational:36;navigational:7;commercial:39;transactional:15
Refrigeração e Geladeiras DS Frio,15,718,11;16;14;13;22;35;39;100;28;36;46;52,task:10;informational:18;navigational:51;commercial:16;transactional:5
Stanley Coolers,16,1073,65;98;100;97;90;98;98;93;98;95;95;96,task:7;informational:37;navigational:18;commercial:15;transactional:23
Borrachas para Freezer,25,2309,36;19;20;53;68;71;71;83;97;100;100;100,task:2;informational:43;navigational:10;commercial:28;transactional:17
Coolers e Caixas Térmicas,18,431,55;60;60;100;71;76;73;41;40;42;42;40,task:2;informational:60;navigational:4;commercial:28;transactional:6
Gelopar Refrigeração e Expositores,18,4341,76;93;95;93;90;92;93;100;99;99;98;97,task:5;informational:28;navigational:38;commercial:10;transactional:19
Geladeiras para skincare e cosméticos,17,2047,63;91;94;91;88;96;99;89;100;99;100;99,task:3;informational:46;navigational:5;commercial:31;transactional:15
Ilhas de congelados e freezers (3 metros),16,610,40;49;52;53;55;55;54;45;46;100;92;96,task:7;informational:32;navigational:18;commercial:31;transactional:12
Refrigeração Polo Frio,15,230,34;44;46;42;42;44;100;96;100;56;57;55,task:3;informational:48;navigational:34;commercial:10;transactional:5
Ventiladores para Freezer,20,674,31;41;43;30;44;45;46;100;54;53;53;55,task:2;informational:64;navigational:5;commercial:20;transactional:9
Freezers 145 litros Midea,16,568,91;99;100;66;65;73;79;86;80;82;77;79,task:2;informational:48;navigational:12;commercial:32;transactional:6
Ice Melt Essentials,19,10768,9;13;13;13;42;43;42;93;100;100;100;100,task:8;informational:60;navigational:3;commercial:25;transactional:4
Geladeiras e Freezers usados no Brasil,27,5463,56;72;76;88;90;91;91;100;100;99;99;98,task:2;informational:44;navigational:14;commercial:20;transactional:20
Geladeiras Frost Free,20,1150,26;66;74;53;66;43;41;90;100;45;43;100,task:8;informational:53;navigational:3;commercial:35;transactional:1
Refrigeração e Alimentos,16,534,31;40;41;39;41;46;46;100;85;48;48;54,task:3;informational:45;navigational:10;commercial:34;transactional:8
Samsung Home Cooling & Refrigeration,21,2495,14;36;44;34;44;32;31;100;73;49;68;72,task:2;informational:52;navigational:21;commercial:10;transactional:15
Refrigeração e Geladeiras,40,7211,89;92;90;93;97;98;99;96;98;98;98;100,task:8;informational:71;navigational:4;commercial:12;transactional:5
Freezers CVU30 de 246 litros,17,988,5;23;33;27;28;18;14;72;81;100;74;89,task:7;informational:66;navigational:4;commercial:19;transactional:4
Receitas para Congelar,35,4272,54;59;60;78;74;75;76;92;100;100;100;100,task:22;informational:58;navigational:5;commercial:13;transactional:2
Frigobar: Preços e Promoções,80,70598,60;61;65;86;100;100;100;97;95;95;95;95,informational:50;navigational:2;commercial:34;transactional:14
Home Appliances & Kitchen Gadgets,30,19836,30;100;56;87;75;75;75;51;92;92;100;93,task:10;informational:56;navigational:6;commercial:22;transactional:6
Refrigeradores Frigocopa,15,612,8;12;15;44;44;15;15;21;16;100;97;78,task:3;informational:31;navigational:31;commercial:17;transactional:18
Supercool Tech,18,988,74;88;100;67;84;73;68;68;93;91;78;79,task:4;informational:50;navigational:22;commercial:10;transactional:14
Refrigeração RC,15,270,49;76;74;71;73;79;77;100;100;95;93;92,informational:53;navigational:23;commercial:20;transactional:4
Geladeiras Brastemp com gelo,21,3933,36;40;29;39;88;89;89;40;80;79;94;100,task:2;informational:62;navigational:2;commercial:28;transactional:6
Porta Frios e Organização de Geladeira,17,1276,64;88;91;88;87;95;99;96;99;100;98;97,task:7;informational:57;navigational:7;commercial:22;transactional:7
Câmaras frias portáteis,16,260,79;100;98;96;91;95;92;77;77;77;77;77,task:3;informational:42;navigational:7;commercial:37;transactional:11
Organizadores de Geladeira,20,5025,76;94;100;98;91;92;92;100;99;99;100;99,task:5;informational:52;navigational:4;commercial:30;transactional:9
Freezers Consul 309 litros,17,662,36;53;58;54;51;50;55;77;89;100;62;69,task:3;informational:46;navigational:5;commercial:33;transactional:13
Freezers verticais de dupla função,17,528,35;45;47;42;62;72;67;72;85;94;100;97,task:7;informational:52;navigational:4;commercial:36;transactional:1
Alimentos Congelados,19,2471,42;60;68;77;75;71;67;88;100;98;90;92,task:1;informational:57;navigational:4;commercial:32;transactional:6
Refrigeradores e freezers de 300 litros,22,2082,83;99;100;96;93;96;98;94;52;55;53;51,task:2;informational:50;navigational:4;commercial:27;transactional:17
Coolers de lata,15,64,24;28;33;100;100;36;32;47;44;48;47;50,task:7;informational:49;navigational:1;commercial:32;transactional:11
Rodas para Freezer,16,359,32;35;37;36;36;38;38;59;53;93;86;100,task:10;informational:27;navigational:2;commercial:40;transactional:21
Freezer Electrolux HE150 143 L,15,1306,5;30;35;27;33;38;37;34;25;29;38;100,task:7;informational:59;navigational:5;commercial:19;transactional:10
Geladeiras para Açougues,16,85,28;30;33;34;28;28;100;26;26;26;26;26,task:5;informational:32;navigational:1;commercial:50;transactional:12
Frio Sul Refrigeração,15,98,14;15;16;15;15;16;16;100;62;15;15;15,task:3;informational:15;navigational:34;commercial:40;transactional:8
Storage Boxes and Containers,23,2568,85;100;100;55;69;72;77;89;94;96;95;93,task:5;informational:48;navigational:2;commercial:33;transactional:12
Freezers verticais frost free 121 litros,15,221,14;70;100;81;41;24;20;75;55;48;47;54,task:7;informational:48;navigational:5;commercial:30;transactional:10
Freezers Verticais 300L,16,397,30;51;60;46;42;48;57;100;56;37;37;35,task:5;informational:62;navigational:10;commercial:20;transactional:3
Eletrofrio Refrigeração,16,1220,64;96;96;100;88;95;94;95;94;94;90;89,task:2;informational:21;navigational:38;commercial:7;transactional:32
Ice Pack Marketplace,20,1362,58;71;73;45;46;49;46;97;47;47;98;100,task:5;informational:39;navigational:15;commercial:18;transactional:23
Freezers Metalfrio bivolt (543/546 litros),18,468,20;37;48;43;51;57;41;100;75;84;73;42,task:2;informational:56;navigational:9;commercial:23;transactional:10
Brasfrio Refrigeração,15,137,65;70;73;72;72;100;96;76;76;76;77;76,task:3;informational:39;navigational:34;commercial:20;transactional:4
English Freeze Terms,19,11828,16;20;20;59;15;16;16;64;100;100;100;100,task:5;informational:80;navigational:5;commercial:8;transactional:2
Congelamento incorreto em geladeiras,45,9237,91;91;95;96;97;98;98;100;99;100;100;100,task:8;informational:75;navigational:2;commercial:15
Evaporative and Portable Air Coolers,20,818,40;43;46;49;100;99;99;65;57;57;60;59,task:2;informational:53;navigational:5;commercial:22;transactional:18
Freezers verticais 231 L,16,503,14;83;97;74;71;46;38;97;95;100;36;51,informational:54;navigational:4;commercial:28;transactional:14
Scroll Compressors & Refrigeration,19,3248,29;31;37;35;99;100;100;64;86;86;89;89,task:2;informational:59;navigational:5;commercial:13;transactional:21
Freezers Electrolux H500,17,795,34;36;37;47;46;55;100;90;77;86;79;100,task:2;informational:45;navigational:14;commercial:33;transactional:6
Geladeiras e Eletrodomésticos no Ponto Frio,17,3197,72;96;100;96;84;88;89;90;92;87;90;89,task:3;informational:11;navigational:66;commercial:5;transactional:15
Freezers Verticais 197 Litros,18,1440,24;73;65;54;47;20;31;100;34;40;74;74,task:5;informational:60;navigational:5;commercial:20;transactional:10
Geladeiras para restaurantes e lanchonetes,16,167,39;61;65;56;43;44;41;70;60;100;82;87,task:3;informational:53;navigational:4;commercial:32;transactional:8
Frigoríficos Zimmer,16,1295,21;27;75;68;54;60;73;100;87;78;79;78,informational:55;navigational:39;commercial:4;transactional:2
Frutas Congeladas,15,357,45;57;56;52;52;57;55;100;57;67;57;79,task:3;informational:61;navigational:8;commercial:20;transactional:8
Freezers horizontais de duas portas,19,3986,93;98;100;46;46;47;47;40;41;41;42;42,task:4;informational:55;navigational:2;commercial:34;transactional:5
Balcões Refrigerados Polar,15,343,20;21;22;19;18;18;18;19;19;100;87;92,task:3;informational:32;navigational:35;commercial:26;transactional:4
